period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,city,state
2025-04-05,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,315840,megawatthours,New York,New York
2025-04-04,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,302337,megawatthours,New York,New York
2025-04-03,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,338742,megawatthours,New York,New York
2025-04-02,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,337350,megawatthours,New York,New York
2025-04-01,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,311089,megawatthours,New York,New York
2025-03-31,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,332167,megawatthours,New York,New York
2025-03-30,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,306224,megawatthours,New York,New York
2025-03-29,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,314378,megawatthours,New York,New York
2025-03-28,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,309097,megawatthours,New York,New York
2025-03-27,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,319577,megawatthours,New York,New York
2025-03-26,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,330121,megawatthours,New York,New York
2025-03-25,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,332265,megawatthours,New York,New York
2025-03-24,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,353066,megawatthours,New York,New York
2025-03-23,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,300893,megawatthours,New York,New York
2025-03-22,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,315351,megawatthours,New York,New York
2025-03-21,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,318714,megawatthours,New York,New York
2025-03-20,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,319666,megawatthours,New York,New York
2025-03-19,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,309759,megawatthours,New York,New York
2025-03-18,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,306309,megawatthours,New York,New York
2025-03-17,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,316762,megawatthours,New York,New York
2025-03-16,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,295305,megawatthours,New York,New York
2025-03-15,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,304660,megawatthours,New York,New York
2025-03-14,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,310653,megawatthours,New York,New York
2025-03-13,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,326352,megawatthours,New York,New York
2025-03-12,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,320481,megawatthours,New York,New York
2025-03-11,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,325651,megawatthours,New York,New York
2025-03-10,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,324325,megawatthours,New York,New York
2025-03-08,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,339780,megawatthours,New York,New York
2025-03-07,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,368504,megawatthours,New York,New York
2025-03-06,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,364061,megawatthours,New York,New York
2025-03-05,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,363785,megawatthours,New York,New York
2025-03-04,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,378117,megawatthours,New York,New York
2025-03-03,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,371104,megawatthours,New York,New York
2025-03-02,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,381132,megawatthours,New York,New York
2025-03-01,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,365188,megawatthours,New York,New York
2025-07-26,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2789738,megawatthours,Chicago,Illinois
2025-07-25,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2996805,megawatthours,Chicago,Illinois
2025-07-24,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2911781,megawatthours,Chicago,Illinois
2025-07-23,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2732835,megawatthours,Chicago,Illinois
2025-07-22,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2599320,megawatthours,Chicago,Illinois
2025-07-21,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2676950,megawatthours,Chicago,Illinois
2025-07-20,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2598148,megawatthours,Chicago,Illinois
2025-07-19,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2550151,megawatthours,Chicago,Illinois
2025-07-18,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2694467,megawatthours,Chicago,Illinois
2025-07-17,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2918810,megawatthours,Chicago,Illinois
2025-07-16,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2955804,megawatthours,Chicago,Illinois
2025-07-15,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2865166,megawatthours,Chicago,Illinois
2025-07-14,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2839021,megawatthours,Chicago,Illinois
2025-07-13,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2667217,megawatthours,Chicago,Illinois
2025-07-12,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2759899,megawatthours,Chicago,Illinois
2025-07-11,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2858008,megawatthours,Chicago,Illinois
2025-07-10,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2732427,megawatthours,Chicago,Illinois
2025-07-09,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2812572,megawatthours,Chicago,Illinois
2025-07-08,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2892460,megawatthours,Chicago,Illinois
2025-07-07,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2874215,megawatthours,Chicago,Illinois
2025-07-06,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2649756,megawatthours,Chicago,Illinois
2025-07-05,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2549271,megawatthours,Chicago,Illinois
2025-07-04,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2471770,megawatthours,Chicago,Illinois
2025-07-03,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2743047,megawatthours,Chicago,Illinois
2025-07-02,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2694076,megawatthours,Chicago,Illinois
2025-07-01,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2814637,megawatthours,Chicago,Illinois
2025-06-30,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2883552,megawatthours,Chicago,Illinois
2025-06-29,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2713489,megawatthours,Chicago,Illinois
2025-06-28,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2564719,megawatthours,Chicago,Illinois
2025-06-27,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2645211,megawatthours,Chicago,Illinois
2025-06-26,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,3011498,megawatthours,Chicago,Illinois
2025-06-25,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,3171879,megawatthours,Chicago,Illinois
2025-06-24,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,3267277,megawatthours,Chicago,Illinois
2025-06-23,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,3215948,megawatthours,Chicago,Illinois
2025-06-22,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2804264,megawatthours,Chicago,Illinois
2025-06-21,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2613504,megawatthours,Chicago,Illinois
2025-06-20,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2456207,megawatthours,Chicago,Illinois
2025-06-19,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2563056,megawatthours,Chicago,Illinois
2025-06-18,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2603434,megawatthours,Chicago,Illinois
2025-06-17,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2441966,megawatthours,Chicago,Illinois
2025-06-16,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2266036,megawatthours,Chicago,Illinois
2025-06-15,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2083105,megawatthours,Chicago,Illinois
2025-06-14,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2199192,megawatthours,Chicago,Illinois
2025-06-13,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2450256,megawatthours,Chicago,Illinois
2025-06-12,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2542000,megawatthours,Chicago,Illinois
2025-06-11,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2387508,megawatthours,Chicago,Illinois
2025-06-10,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2282666,megawatthours,Chicago,Illinois
2025-06-09,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2232394,megawatthours,Chicago,Illinois
2025-06-08,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2096106,megawatthours,Chicago,Illinois
2025-06-07,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2207637,megawatthours,Chicago,Illinois
2025-06-06,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2388555,megawatthours,Chicago,Illinois
2025-06-05,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2400749,megawatthours,Chicago,Illinois
2025-06-04,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2340240,megawatthours,Chicago,Illinois
2025-06-03,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2172605,megawatthours,Chicago,Illinois
2025-06-02,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1988291,megawatthours,Chicago,Illinois
2025-06-01,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1774571,megawatthours,Chicago,Illinois
2025-05-31,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1839232,megawatthours,Chicago,Illinois
2025-05-30,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2047566,megawatthours,Chicago,Illinois
2025-05-29,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2022966,megawatthours,Chicago,Illinois
2025-05-28,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1989045,megawatthours,Chicago,Illinois
2025-05-27,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1948546,megawatthours,Chicago,Illinois
2025-05-26,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1771090,megawatthours,Chicago,Illinois
2025-05-25,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1734323,megawatthours,Chicago,Illinois
2025-05-24,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1771455,megawatthours,Chicago,Illinois
2025-05-23,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1914770,megawatthours,Chicago,Illinois
2025-05-22,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1981700,megawatthours,Chicago,Illinois
2025-05-21,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1996475,megawatthours,Chicago,Illinois
2025-05-20,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1973496,megawatthours,Chicago,Illinois
2025-05-19,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2007943,megawatthours,Chicago,Illinois
2025-05-18,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1898130,megawatthours,Chicago,Illinois
2025-05-17,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2039348,megawatthours,Chicago,Illinois
2025-05-16,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2295679,megawatthours,Chicago,Illinois
2025-05-15,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2243645,megawatthours,Chicago,Illinois
2025-05-14,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2102181,megawatthours,Chicago,Illinois
2025-05-13,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2085162,megawatthours,Chicago,Illinois
2025-05-12,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2027993,megawatthours,Chicago,Illinois
2025-05-11,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1808585,megawatthours,Chicago,Illinois
2025-05-10,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1782480,megawatthours,Chicago,Illinois
2025-05-09,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1939256,megawatthours,Chicago,Illinois
2025-05-08,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2022863,megawatthours,Chicago,Illinois
2025-05-07,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1983142,megawatthours,Chicago,Illinois
2025-05-06,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1987501,megawatthours,Chicago,Illinois
2025-05-05,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2002800,megawatthours,Chicago,Illinois
2025-05-04,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1886444,megawatthours,Chicago,Illinois
2025-05-03,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1955815,megawatthours,Chicago,Illinois
2025-05-02,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2096756,megawatthours,Chicago,Illinois
2025-05-01,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2054526,megawatthours,Chicago,Illinois
